EK1100,#x044c2c52,#x00120000,#x00000002,EK1100 EtherCAT Coupler (2A E-Bus)
EL2022,#x07e63052,#x00110000,#x00000002,"EL2022 2Ch. Dig. Output 24V, 2A"
EL7211-0010,#x1c2b3052,#x0018000a,#x00000002,"EL7211-0010 1Ch. MDP742 Servo motor output stage with OCT (50V, 4.5A RMS)"
